city;latitude;longitude
Marquina;429.752;-28.155
Calaceite;410.163;0.1888
Montclar;418.467;10.419
Ceuti;380.786;-12.747
Bellcaire;420.801;30.949
Lanjar¢n;369.185;-34.818
Cortijada El Pocico;372.333;-20.333
Cardona;419.140;16.810
Illueca;415.382;-16.275
Ricla;415.058;-14.047
Ubiergo;421.500;0.2667
Hazas De Cesto;434.000;-35.833
Catral;381.500;-0.8333
Rielves;399.604;-41.940
ArgÇs;429.000;-36.667
Cebreros;404.583;-44.643
San Mart°n De Valdeiglesias;403.633;-44.007
Los Villares;373.482;-33.314
Vidreras;417.903;27.787
Las Angladas;421.667;28.333
Crespi†;421.875;27.984
Pedro Abad;379.669;-44.556
Ortoneda;422.500;10.500
La Puebla Del R°o;372.679;-60.626
Bembibre;426.177;-64.154
HuÇscar;378.110;-25.412
Alcubillas;387.500;-31.333
La Miana;421.833;26.333
Sollana;392.833;-0.3667
Artana;398.833;-0.2500
Benlloch;402.108;0.0272
Los Nietos;376.460;-0.7916
Monachil;371.332;-35.372
C£llar-vega;371.541;-36.719
Vera;372.471;-18.684
Arroyo De La Luz;394.851;-65.840
Pomaluengo;433.095;-39.299
La Serra De Alm¢s;410.833;0.7500
Ulldecona;405.977;0.4466
Pedralba;396.000;-0.7167
Vallcanera;418.333;27.500
Mar°a De La Salud;396.656;30.751
Castilblanco De Los Arroyos;376.758;-59.889
Pobla De Claramunt;415.542;16.771
Mediona;414.780;16.122
Pla Del PanadÇs;414.167;17.167
El Vell¢n;407.650;-35.797
Valleruela De Pedraza;411.833;-38.000
La Granada;413.782;17.190
Lavid;414.500;17.333
Real De Montroy;393.333;-0.6000
Vilasar De Mar;415.041;23.922
Grij¢;422.000;-80.500
Say†ns;425.833;-85.833
La Figuera;398.000;27.333
Casas La Caba;375.500;-64.833
El Cabezo;417.861;-12.184
êpila;416.005;-12.801
Ca§amero;393.800;-53.886
Perales Del Puerto;401.560;-66.819
Gerri De La Sal;423.237;10.673
Ventall¢;421.498;30.237
Coca;430.500;-69.667
Pradilla De Ebro;418.667;-12.500
Madro§era;394.253;-57.557
San Mart°n De Torres;422.667;-58.500
Sili¢;431.500;-40.167
Llombera;428.500;-55.833
Bolibar;430.000;-25.167
Carcastillo;423.791;-14.438
Navalmedio De Morales;388.500;-45.333
Sancti Sp°ritus;389.167;-51.333
Artesa De LÇrida;415.500;0.7000
Son Carri¢;395.868;33.212
Casa Del R°o;391.833;-19.500
Rafelbu§ol;395.833;-0.3333
Chiloeches;405.704;-31.600
Jadraque;409.261;-29.239
Vespell†;412.041;13.605
Castej¢n De Monegros;416.180;-0.2401
Nieva;423.500;-82.667
Rante;422.667;-78.500
Archidona;370.960;-43.899
Yunclillas;400.202;-39.870
Sant Joan De Vilatorrada;417.441;18.056
Leiro;425.333;-87.333
Aldeaencabo De Escalona;401.833;-44.500
Chauchina;372.010;-37.710
Ermita De San Miguel;401.833;-0.6667
Cervi† De Ter;420.673;29.105
Collsuspina;418.261;21.751
Albesa;417.528;0.6594
Granja De Moreruela;418.103;-57.389
Villaminaya;397.120;-38.706
ênova;390.452;-0.4814
Castro De Filabres;371.833;-24.333
LiÇto;385.333;-19.500
Alquer°as;380.140;-10.375
Viladrau;418.476;23.901
Pallaresos;411.754;12.697
Lugar Nuevo De Fenollet;390.136;-0.4666
Daya Vieja;381.048;-0.7380
Allo;425.674;-20.205
La Pera;420.205;29.741
Ger;424.115;18.443
Quesada;378.434;-30.656
Corral De Almaguer;397.599;-31.645
D£rcal;369.884;-35.658
Maus;421.833;-76.000
Ribeira;422.361;-77.115
Soto;431.617;-53.069
Antella;390.798;-0.5919
Maspujols;411.823;10.453
Otos;388.543;-0.4440
Aguaviva;413.000;-23.833
Arcos De Jal¢n;412.159;-22.747
Caser°o Vehinat De San Lorenzo;418.000;29.167
Mu§oz;407.833;-61.167
Villavieja De Yeltes;408.757;-64.679
Casar De C†ceres;395.611;-64.194
Talayuela;399.870;-56.098
Navas Del Madro§o;396.229;-66.526
Galisteo;399.764;-62.678
Cortijada Los PÇrez;371.500;-20.667
Creixell;411.656;14.449
Caser°o Centenil;373.167;-72.833
Parets De Dalt;421.667;28.833
Requejada;433.903;-40.282
Tomi§o;419.877;-87.550
Villaverde De Pontones;434.096;-36.976
Oreja;400.394;-34.955
Sangonera La Verde;379.286;-12.079
Caser°o Vallonga;383.333;-0.6000
Abeleda;421.667;-77.000
Gab°n;422.667;-74.833
Serena;371.749;-19.884
Jui§†;421.833;27.167
Ujo;432.055;-57.906
Moja;413.258;16.912
Caser°o La Resinera;369.333;-38.667
Orgiva;369.026;-34.238
Caser°o Soto De Pajares;402.830;-35.297
Casa De El Cardiel;414.833;-46.833
R°udoms;411.387;10.516
Aljaraque;372.699;-70.231
Ca§ada De Benatanduz;405.833;-0.5167
Lezama;430.286;-29.695
Florejachs;418.000;12.167
Escariche;404.055;-30.531
La Zoma;407.833;-0.6167
Casas Paulejas;403.333;-0.5833
N†jera;424.182;-27.287
Talarrubias;390.370;-52.342
Caser°o Jarilla;391.333;-61.667
Villasequilla De Yepes;398.758;-37.311
La Bauma;416.167;19.167
San Llorens;396.116;32.861
Zorelle;423.000;-76.667
Segorbe;398.500;-0.4833
Lizo†in;428.000;-14.667
Albalat Dels Sorells;395.333;-0.3500
Cabez¢n De La Sal;433.082;-42.357
Caser°o Gavil†n;406.500;-63.833
Balsareny;418.628;18.749
Sant Pere De Riudebitlles;414.536;17.036
Bonayre;420.333;19.500
Traiguera;405.251;0.2902
San AndrÇs Y Sauces;288.003;-177.772
Olmeda Del Extremo;407.667;-27.333
Caser°o Taragudo;411.833;-55.833
Villalba Saserra;416.528;24.427
Azagala;392.167;-68.500
Bueu;423.246;-87.850
Brea;415.333;-16.000
Jubial;429.667;-80.333
UrrÇjola;430.167;-24.500
San Juan De Mozarrifar;417.174;-0.8415
Bre§a Baja;286.456;-177.734
Valsurbio;428.667;-47.333
Aguilar De Segarra;417.482;16.292
Recelle;428.500;-76.500
PalmÇs;423.667;-79.167
AlbagÇs;414.480;0.7394
Verges;420.618;30.460
Quart D'onyar;419.405;28.408
Santa Gertrudis;389.980;14.303
Casas Las Torres;402.667;-0.5667
Useras;401.577;-0.1652
Moreda;431.676;-57.379
Pruvia;434.501;-57.710
Els Hostalets;415.340;17.697
Morell;411.919;12.085
Arenal;395.052;27.556
Armental;424.667;-78.167
Cortijada Los Nudos;371.500;-23.167
Bobera;413.167;0.6500
SocuÇllamos;392.858;-27.921
Villanueva De C¢rdoba;383.228;-46.287
Peratallada;419.778;30.901
Morcuera;414.667;-32.167
Tordesillas;415.020;-50.015
Villanueva De Los Pavones;410.833;-54.500
Espino De La Orbada;411.000;-54.167
Aranguren;430.971;-28.703
Ca§izal;411.667;-53.667
Castrogonzalo;419.910;-56.030
Linares De Villafurada;432.167;-70.667
NigÅelas;369.781;-35.388
Cenlle;423.418;-80.898
Lequizam¢n;432.500;-28.833
Briviesca;425.499;-33.232
Mog¢n;380.751;-30.333
Casa De Cadolla;386.167;-0.6500
Herencia;393.678;-33.554
Monserrat;393.667;-0.6000
Casas Paratella;387.000;0.0833
Laguardia;425.546;-25.853
Mercadal;399.895;40.952
Relloso;430.667;-32.333
Reixach;414.938;21.817
Ver°n;419.415;-74.339
Rebordechao;421.833;-75.000
Almoines;389.432;-0.1816
Ferrer°as;399.847;40.144
Salem;389.500;-0.3667
San Vicente De La Sonsierra;425.632;-27.607
Armeses;424.000;-80.000
Campo;425.500;-65.500
Santaballa;426.575;-72.567
La Muela;415.801;-11.172
Casas San Antonio;387.000;0.0333
Barrio De San Vicente;426.333;-43.000
Confrides;386.845;-0.2689
Arb¢s;412.662;16.028
Sancellas;396.477;29.008
Caser°o El Dondo;371.000;-19.167
Gallarta;433.108;-30.697
Cabanude;429.000;-91.000
TrevÇlez;370.004;-32.654
Simes;424.333;-87.667
Lomo Pelado;284.333;-163.500
Peralejo;405.500;-41.167
Higuera De La Serena;386.462;-57.413
Santa Fe;417.833;24.667
Miraflores De La Sierra;408.122;-37.668
Gra§a De Guiar;434.167;-70.667
Sant Sadurn° D'anoia;414.167;17.833
Villanueva Del Pardillo;404.833;-39.667
San Crist¢bal;399.500;40.500
Ria§o De Ibio;433.167;-41.833
Landoy;437.000;-79.000
Somozas;435.333;-79.333
Carre§o;435.901;-57.661
Ambosores;435.500;-77.333
Pi§or;423.333;-79.000
Villanueva Del Ariscal;373.962;-61.408
El Bosque;433.952;-37.154
Sarricolea;432.500;-28.000
Cortijada Delgadillo;374.667;-32.667
Garriga;416.830;22.863
Ferrer°a;433.500;-72.667
Villatuerta;426.615;-19.914
Santa Tecla;424.000;-74.500
Navales;407.886;-54.786
El Oro;393.000;-0.9167
La Gila;392.000;-13.667
Barriopedro;407.903;-27.525
Villarejo-sobrehuerta;400.167;-24.833
Bardallur;416.833;-12.000
Otura;432.500;-58.833
Corao;433.500;-50.667
Montalb†n De C¢rdoba;375.800;-47.494
Renedo;429.764;-40.018
La Guardia De JaÇn;377.423;-36.923
Mieras;421.167;26.500
Cadrete;415.519;-0.9636
Irurita;431.312;-15.476
Jimena De La Frontera;364.352;-54.539
Ribera;421.333;-82.333
Pena;423.500;-81.000
Serrada De La Fuente;409.833;-35.333
El Puche;395.833;-0.3000
Ordal;413.966;18.506
Cladells;418.500;25.667
Casas Cotrufes;378.833;-40.833
Albu§uelas;369.289;-36.313
San Clemente De Peralta;419.500;31.000
Barrio La Mara§osa;402.667;-36.000
Sese§a;401.032;-36.935
Caser°o Pinilla;387.333;-15.833
Brunete;404.053;-39.985
Benicasin;400.537;0.0623
Valdeavero;406.298;-33.300
Acebro;433.667;-72.167
Alcalal°;387.504;-0.0401
Caser°o Derramador;381.950;-0.7123
Igueldo;433.000;-20.333
Chiva;394.667;-0.7167
Cheste;394.833;-0.6833
Cortijada El Barranco-sopalmo;371.833;-20.333
Cortijada Barranco De Las Minas;372.000;-20.167
Aldeaquemada;384.122;-33.714
Herr†n;428.167;-32.167
Verdicio;436.333;-58.500
Salas Altas;421.141;0.0682
Astariz;423.167;-80.333
San Mart°n Del Pimpollar;403.683;-50.544
Sotrondio;432.757;-56.049
Solduengo;426.667;-33.333
El Paso;286.501;-178.827
Fitero;420.577;-18.576
Montir¢;421.500;30.667
Barraca De Aguas Vivas;391.000;-0.3667
La Roca De La Sierra;391.097;-66.892
Navata;422.235;28.605
Alfarrasi;389.048;-0.4972
Villaverde Y Pasaconsol;397.667;-22.500
Renau;412.245;13.108
Carrizo De La Ribera;425.839;-58.288
Castro Del R°o;376.912;-44.806
Pico§a;421.167;-85.667
Vilanova De La Muga;422.813;30.425
La Tallada;420.801;30.545
Palazuelos De Eresma;409.305;-40.607
P†jara;282.844;-164.028
Arroyo De La Miel;366.044;-45.309
MasanÇs;422.333;17.833
Algaida;395.500;28.667
Finestrat;385.674;-0.2124
Cervell¢;413.954;19.526
Capdapera;397.000;34.333
Almonacid De Toledo;397.535;-38.546
Campanet;397.762;29.647
Berfull;390.500;-0.4500
Caser°o El Realenco;390.500;-0.4167
TeiÖ;414.986;23.209
Sant Pau D'ordal;413.842;17.963
Alsasua;428.949;-21.687
Alcoz;430.021;-16.684
Santa Cruz De Mudela;386.424;-34.665
Villatobas;399.019;-33.239
Torralba Del Burgo;416.333;-29.167
Pizarra;367.670;-47.073
Sarsa De Surta;423.167;0.0167
Torre De Los Molinos;422.833;-46.167
Carranque;401.686;-38.976
Itero Seco;424.667;-45.500
Villar De Mazarife;424.833;-57.167
Vilademuls;421.389;28.882
Caser°o San Juan De Mor¢;400.500;-0.1333
Vivel Del R°o Mart°n;408.667;-0.9333
Caser°o Virgen De Gracia;399.500;-0.1167
BÇlgida;388.500;-0.4667
Alba§†;423.000;27.333
Palma De Gand°a;389.267;-0.2203
Torrecaballeros;409.921;-40.247
Barrio Playa De Mar;396.000;-0.2667
Jarque De La Val;407.000;-0.8000
Navallo;433.333;-71.000
Garc°az;394.129;-56.282
Tinajo;290.633;-136.765
Frontera;277.536;-180.067
Berbusa;425.667;-0.2667
Las Navas;404.000;-54.000
Villasabariego De Ucieza;423.833;-45.667
Lluchmayor;394.917;28.903
Puerto De Pollensa;399.088;30.835
Villamediana;420.502;-43.612
Riells;417.752;25.116
Mas De Moliner;402.833;0.0833
Algezares;379.442;-11.113
Luarca;435.434;-65.399
Groa De Murviedro;396.417;-0.2389
Tindaya;285.839;-139.808
Cervera Del Llano;397.833;-24.167
Re°llo;399.000;-18.667
Ca§ada Del Hoyo;399.667;-19.000
Arguisuelas;398.333;-18.167
GenovÇs;389.892;-0.4699
Remolinos;418.395;-11.777
Torrente De Cinca;414.733;0.3354
Vidr†;421.229;23.100
Los Gallardos;371.681;-19.399
MoiÖ;418.109;20.978
Villaverde;286.326;-139.041
Bargas;399.394;-40.206
Segurilla;400.239;-48.642
Huerta De Valdecar†banos;398.632;-36.128
Formiche Bajo;402.833;-0.8667
Domingo PÇrez;374.959;-35.093
Bollullos Par Del Condado;373.413;-65.397
Guaro;366.557;-48.334
Marines;397.500;-0.5167
Ataun;430.000;-21.667
Bernedo;426.273;-24.973
Mol° Azor;403.000;-0.3667
Pira;414.233;12.036
Rozas;432.150;-34.893
San Crimenso;429.333;-91.000
Sartaguda;423.833;-20.571
Nombela;401.553;-45.022
Arellano;426.060;-20.465
Breda;417.477;25.585
Cortijada El Campillo;372.667;-22.500
Betelu;430.244;-19.796
Oteiza;426.193;-19.538
Salas De La Ribera;424.361;-68.163
Aldeanueva Del Codonal;410.824;-45.437
Mas Boquera;410.167;0.8667
Pratdip;410.512;0.8715
La Cuesta;422.833;-75.833
Aramend°a;427.167;-21.000
Pantoja;400.434;-38.328
Alberguer°a;421.167;-75.500
C†jar;371.338;-35.727
Villanueva De La Barca;416.833;0.7333
Pujalt;417.171;14.209
Cihuri;425.650;-29.229
La Adrada;402.995;-46.359
Miyar;434.000;-51.333
San Pablo De Segur°es;422.500;23.667
Fontcuberta;421.428;27.893
La§ada;435.333;-66.000
Vilov° De O§ar;418.883;27.412
Capsanes;411.000;0.7833
Teguilar;282.667;-139.833
Tocina;376.090;-57.340
H°jar;411.743;-0.4511
Poyo;424.333;-86.833
Cuevas De Vinrom†;403.098;0.1208
Bustiyerro;431.167;-38.333
Lucena De Jal¢n;415.530;-13.131
Per°n;376.167;-11.167
Tarazona De La Mancha;392.500;-19.167
Muduex;408.167;-29.500
AzuÇbar;398.333;-0.3667
Pe§°scola;403.589;0.4071
Beas De Segura;382.524;-28.887
Tesejerague;282.780;-141.135
Castrillo-matajud°os;423.000;-41.667
Santisteban Del Puerto;382.483;-32.076
Torms;413.833;0.7167
Cadalso;403.000;-44.333
Mazale¢n;410.500;0.1167
Castellbell;416.423;18.585
Montmajor;420.175;17.350
Vimbod°;414.007;10.506
La Rajita;280.500;-172.833
M†cher;289.484;-136.912
Zarza De Granadilla;402.372;-60.485
Arico;281.667;-164.833
Fonsagrada;431.240;-70.690
Berbes;434.667;-51.500
Vilanova De Bellpuig;416.138;0.9643
Llampallas;421.167;29.333
Minas De R°otinto;376.969;-65.943
Cadavedo;435.519;-63.848
Colldejou;411.002;0.8864
San Rafael Del R°o;406.064;0.3477
Soria;279.059;-156.709
Ibio;433.128;-41.770
Casas Alf†s;388.000;0.0333
Pina De Ebro;414.885;-0.5312
Pedro Bernardo;402.421;-49.096
Navalesa;404.000;-49.167
San Crist¢bal De Segovia;409.522;-40.765
Corral De Calatrava;388.579;-40.814
Cruilles;419.562;30.154
San Miguel De Cruilles;419.561;30.112
Liencres;434.601;-39.291
Casas Serrallonga;387.000;0.0500
Urrea De Jal¢n;416.671;-12.342
Albu§ol;367.919;-32.024
Benimaurell;387.734;-0.1270
Vilademal;421.333;30.833
Puigreig;419.738;18.790
El Hostalets;415.333;17.667
Gilet;396.833;-0.3167
Montreal;412.833;11.000
Bornos;368.168;-57.445
Benichembla;387.549;-0.1090
Torce;431.000;-60.833
Boquerizo;433.667;-46.000
Allariz;421.901;-78.010
La Robla;428.030;-56.290
Pradoluengo;423.167;-32.000
Serranillos Del Valle;402.021;-38.819
Tabanera La Luenga;410.965;-42.394
Arjonilla;379.742;-41.068
Llad¢;422.474;28.123
Beniaj†n;379.739;-10.706
Buend°a;403.667;-27.579
PetrÇs;396.833;-0.3000
Redov†n;381.144;-0.9073
El Cerro De AndÇvalo;377.354;-69.369
Arosa;425.660;-88.770
Baiste;424.500;-82.833
Due§as;418.774;-45.454
Fuentes De CuÇllar;414.167;-42.167
El Castello De Las Guardas;376.833;-63.000
Sama;433.001;-56.846
La Ferrer°a;435.333;-60.333
Balonga;382.667;-11.000
Padraira;431.833;-69.167
Cercedilla;407.379;-40.638
Muruz†bal;426.887;-17.702
Pons;419.167;12.000
San Pedro De Riudevitlles;414.500;17.000
Santa Mar°a De Las Hoyas;417.667;-31.333
Galaroza;379.286;-67.073
Ribarroja De Ebro;412.516;0.4863
Saceruela;389.438;-46.077
Bureta;418.167;-14.833
Caser°o Los Yesos;371.000;-23.000
Patr†s;378.000;-67.000
Esc£zar;370.622;-37.613
Santa InÇs;390.384;13.355
Caser°o G¢zquez De Arriba;402.333;-36.000
Sabi§†nigo;425.191;-0.3624
Espinar;410.667;-33.000
Caser°o Los Quiles;392.500;-39.667
Numancia De La Sagra;400.739;-38.512
Yuncler;400.408;-38.998
Seva;418.385;22.850
Los Navalmorales;397.253;-46.423
Marchamalo;406.668;-31.991
Villanueva De G†llego;417.692;-0.8235
Larraul;431.884;-21.016
Alm†char;368.089;-42.161
Ot°var;368.158;-36.798
Benizal¢n;372.167;-22.333
FatgÇs;410.333;0.8000
El Chive;371.833;-20.667
Valencia De Don Juan;422.937;-55.172
San Adri†n;423.343;-19.351
Vilanova Y Geltr£;412.230;17.257
Espinardo;380.095;-11.585
Torres De La Alameda;404.026;-33.577
B£ger;397.588;29.839
Berdica;387.167;0.0667
Carri¢n De Los Condes;423.413;-46.007
Gal†pagos;406.935;-33.354
Ca'n Rossell;414.000;18.167
Valles De Ortega;283.833;-140.000
Pegalajar;377.401;-36.495
Anserall;423.833;-14.500
Villanueva De Algaidas;372.000;-44.667
Cervera De Pisuerga;428.668;-44.980
Caser°o Huimayor;373.667;-23.167
La Monja;284.333;-163.333
Arrielas;429.833;-23.000
Esgos;423.167;-76.833
Caser°o Coc¢n Del Peral;371.333;-23.000
Avi†;420.785;18.238
Peracamps;419.138;14.432
Graus;421.892;0.3372
Baller°as;419.000;-0.1500
Caser°o Los Urreas;377.333;-10.833
Botarell;411.363;0.9892
Santa Elena;431.500;-77.000
Alfarer°a;387.333;-0.0167
La Abadilla;433.147;-38.548
Soo;290.992;-136.223
Bre§a;286.333;-177.833
Montuiri;395.688;29.817
La Falguera;431.167;-62.167
Cubellas;412.081;16.729
Prats Del Rey;417.058;15.424
Cortijada El R°o De Aguas;371.000;-20.667
BarbÇns;416.776;10.165
La Pinilla;431.833;-32.000
R°o De Losa;429.500;-32.667
Menamayor;431.167;-32.500
Benig†nim;389.374;-0.4455
Caser°o Fuenterroble De Arriba;407.333;-64.167
Bajamar;285.333;-163.333
Maceda;422.706;-76.510
Suterra§a;421.500;0.9500
Budia;406.273;-27.585
Ba§os De Ebro;425.300;-26.792
Suesa;434.436;-37.176
Viana;425.155;-23.712
Llinars;416.400;23.978
Borjas Blancas;415.204;0.8692
Hoyocasero;404.000;-49.667
Las Galletas;280.000;-166.500
Cabreros Del Monte;418.500;-52.667
Cirugeda;407.500;-0.6667
Villanueva De Castell¢n;390.774;-0.5117
Torneiros;421.500;-77.667
Gu†jar Alto;368.500;-36.167
Santa Mar°a Del Cam°;416.287;14.744
Cobeja;400.208;-38.560
Brull;418.167;23.167
Vilamitjana;421.471;0.9186
Alcolea De Calatrava;389.868;-41.160
Villar De Ordelles;423.167;-77.333
Caser°o Vehinat De Lliors;418.167;24.333
Alquer°a Otero De Mar°a Asensio;408.833;-55.500
El Casar;385.309;-59.251
Ol°as Del Rey;399.459;-39.888
Estaci¢n De Los Valles;397.167;-0.2333
Vilafant;422.469;29.363
Vilajoan;421.667;29.333
Caser°o Palau Borrell;421.333;30.500
Alb¢ns;421.049;30.853
Ulldemolins;413.222;0.8765
La Pea;396.000;-0.6833
Villar Del Rey;391.331;-68.476
Fernancaballero;391.167;-39.000
AlfÇs;415.214;0.6205
Guisona;417.833;13.000
A°nsa;424.152;0.1398
Montgat;414.685;22.805
Beniarbeig;388.226;-0.0021
Villanueva De Sigena;417.154;-0.0089
Los Molares;371.570;-57.180
Abelenda;423.424;-81.815
Villota;429.833;-31.667
Samper;424.295;0.2892
La Escala;421.247;31.335
Villatoros;405.500;-51.000
Puebla De Yeltes;406.253;-61.815
Esqu°roz;427.750;-16.554
BÇrchules;369.746;-31.905
Recas;400.529;-39.909
Pancorbo;426.333;-31.000
Castrillo De Villavega;424.500;-44.833
Garc°ez;378.432;-38.620
Lominchar;400.906;-39.671
Ampuero;433.427;-34.167
Cabaneiro;433.500;-74.667
Ob¢n;409.000;-0.7167
Sante;434.500;-71.333
Cornell† De Terri;420.905;28.159
Casinos;397.000;-0.7000
Santa Cristina De Aro;418.151;30.023
Velilla De La Reina;425.500;-57.833
Tahiche;290.132;-135.458
Boalo;407.160;-39.166
Faro;437.039;-75.792
Muro;424.833;-0.0833
Curiel;416.333;-41.000
Vallejo;431.373;-40.332
Reina;381.833;-59.500
Berrioplano;428.523;-16.922
Gotor;415.458;-16.491
Sangr¢niz;432.833;-29.333
Agoncillo;424.467;-22.898
Otero De Las Due§as;427.868;-57.693
Moraleda De Zafayona;371.672;-39.650
Ca§edo;431.833;-35.667
Son Ferriol;395.757;27.172
Zar†tamo;432.120;-28.722
Caser°o El Amunt;414.000;19.167
Caser°o Raymat;416.833;0.4833
Z†itegui;429.333;-27.500
Fojado;431.000;-80.000
Muno;397.333;30.500
San Asensio;424.968;-27.506
Llano Del Moro;284.413;-163.330
Destriana;423.273;-60.957
BinÇfar;418.511;0.2939
Buenavista Del Norte;283.746;-168.610
Ororbia;428.164;-17.479
Villa§o;429.667;-31.167
Casas Jara;388.000;0.0000
Agramunt;417.869;10.968
Santa Eugenia De Berga;418.999;22.825
Los Hueros;404.438;-33.496
Tresjuncos;397.009;-27.550
Astr†in;427.562;-17.406
Sevilla La Nueva;403.478;-40.273
PrÇsaras;430.500;-80.833
AlquÇzar;421.727;0.0249
Isla-cristina;371.995;-73.171
VÇlez Rubio;376.484;-20.769
Castellnou De Basella;419.833;13.000
Caudete;404.113;-11.930
Salvatierra De Mi§o;420.833;-85.000
Caballar;411.167;-39.667
Hurchillo;380.570;-0.9192
Daimuz;389.684;-0.1529
Mu§overos;411.723;-39.516
Avinyonet;413.611;17.778
Ca§ellas;422.000;28.833
Can Nin;419.167;27.000
Fusti§ana;420.209;-14.853
Vilavella;427.607;-72.144
Meliana;395.333;-0.3333
San Esteban De Guialbes;421.167;28.833
Briones;425.500;-27.833
San Isidro;425.333;-84.667
Vandell¢s;410.199;0.8306
Canet De Berenguer;396.833;-0.2167
Casarrubios Del Monte;401.870;-40.364
Pe§alÇn;406.667;-20.667
Nore§a;433.943;-57.063
La Galera;406.815;0.4634
Pozo De La Higuera;374.333;-17.333
Terrateig;388.945;-0.3199
El Cabrito;280.500;-171.333
Malag¢n;391.667;-38.542
Villafranca Del Campo;406.954;-13.472
Caser°o Romaya De La Selva;418.500;29.833
Argamasilla De Alba;391.292;-30.925
Caser°o El Artu§edo;381.167;-27.000
Faramontanos De T†bara;418.347;-58.888
Gargallo;408.358;-0.5844
Ocejo;431.833;-38.667
Silos;283.667;-167.833
Fuenmayor;424.667;-25.635
Ullastrell;415.264;19.554
Germade;433.500;-78.167
Mecina Fondales;369.295;-33.227
Perosillo;413.833;-41.333
Barrio Buenavista;385.167;-67.833
T£y;420.485;-86.458
San Jordi Desvalls;420.667;29.500
Calavi§a;423.667;14.667
Casas Del Molino Alto;376.667;-11.500
Carcaboso;400.497;-62.138
Sardedo;434.333;-51.167
Valverde De J£car;397.187;-22.214
Murlaza;432.161;-28.121
La Puebla De Arganz¢n;427.662;-28.306
Gironella;420.343;18.802
Villaturde;423.833;-46.667
Alba De Tormes;408.266;-55.124
Gerena;375.296;-61.548
Gelves;373.348;-60.260
Palomeque;401.197;-39.640
Orgaz;396.491;-38.759
Los Balbases;422.142;-40.697
Estremera;401.816;-31.030
Vilabella;412.478;13.302
Ateca;413.333;-17.833
Pereda;430.167;-35.667
Lia§o;433.796;-38.417
Miravalles;431.791;-29.022
Ar†nzazu Celaya;431.500;-27.833
Espot;425.784;10.867
Jubrique;365.667;-52.167
Zuri†in;428.803;-15.661
Monreal;427.000;-15.000
Castillo De Locub°n;375.283;-39.416
Tolocirio;411.333;-46.500
Mora De Ebro;410.921;0.6409
Catllar;411.753;13.244
Cuarte De Huerva;415.947;-0.9327
Cedrillas;404.371;-0.8515
Casas De Monle¢n;405.667;-58.333
Cabeza Del Buey;387.223;-52.195
Pobla De Segur;422.492;0.9678
Juneda;415.485;0.8245
Arnedo;429.667;-39.000
Navas;400.333;-68.333
Villorquite De Herrera;425.000;-44.333
Selva;397.547;29.006
El Burgo De Ebro;415.716;-0.7413
Villalbilla;404.304;-32.990
Entrambasaguas;430.093;-42.800
Cacheiras;428.226;-85.464
Morro Del Jable;280.507;-143.542
Casas Albardanera;388.167;0.0333
Negreira;429.040;-87.427
Larr†inzar;429.783;-16.963
Villanueva De Perales;403.454;-40.989
Andrade;433.833;-81.667
Bricia;429.167;-38.167
La Albuera;387.178;-68.233
Toro;421.000;-74.333
Romilla;372.019;-37.945
Fabero;427.680;-66.265
Fallinas;421.000;29.000
Espinareda De Vega;427.167;-66.500
Fuente-andrino;424.167;-44.500
La Vegui§a;435.000;-69.000
CrivillÇn;408.833;-0.5667
Pelayos De La Presa;403.598;-43.340
Villarluengo;406.484;-0.5307
Villares De La Reina;410.083;-56.488
AlfamÇn;414.392;-12.446
Adsubia;388.482;-0.1532
La Victoria De Acentejo;284.323;-164.623
Villamantilla;403.385;-41.299
Gara§a;434.532;-49.668
Bayona;421.195;-88.487
Mucientes;417.428;-47.619
Villanueva De La Reina;380.043;-39.160
Mora§a;425.500;-85.833
Santa Ceclina;418.000;28.500
Pe§afiel;416.017;-41.142
Plasencia Del Monte;422.274;-0.5808
Sant Juli† De Vilatorta;419.227;23.246
Villalob¢n;420.304;-45.034
Godall;406.552;0.4686
Ajalvir;405.320;-34.784
Roda;422.833;0.5333
Sancti-espiritus;407.000;-64.000
Sant Rom† De Abella;421.333;10.333
Cazalegas;400.096;-46.761
M†guez;291.500;-134.833
Poris De Abona;281.505;-164.321
Aldehuela De Yeltes;406.500;-62.333
µbalos;425.667;-27.000
Las Vesgas;426.333;-33.500
Fuente El Saz;406.322;-35.115
N†quera;396.500;-0.4167
Villamediana De Iregua;424.266;-24.194
Elche De La Sierra;384.512;-20.476
Aldaya;394.667;-0.4500
El Pobo;405.000;-0.8667
Santillana Del Mar;433.890;-41.084
Pe§aflor De Hornija;417.167;-49.833
Villamanrique De La Condesa;372.448;-63.066
Caser°o Las Juncosas;402.667;-0.5000
La Figuera;412.162;0.7308
Chalamera;416.646;0.1631
Alcolea De Cinca;417.200;0.1164
Ba§os;403.188;-58.577
La Frontera;277.536;-180.067
El Arenal;395.052;27.556
Caser°o Rebolledo;383.500;-0.6167
QuinÇs;422.833;-81.833
Santerv†s De La Vega;425.000;-48.000
Valdeaveruelo;406.347;-33.137
San Mart°n De Ubierna;425.000;-37.000
Vallbona;415.175;17.065
El Pedrosillo;376.667;-63.333
Almorox;402.342;-43.904
Quintanar De La Orden;395.937;-30.417
Alcolea;369.742;-29.611
Caser°o Tagarina;386.333;-0.2667
Godelleta;394.167;-0.6833
Casas Silim;385.000;-0.5333
ForÇs;414.833;12.333
